x-axis,1
second,Volt
-37.30469E+00,
-37.26563E+00,
-37.22656E+00,
-37.18750E+00,
-37.14844E+00,
-37.10938E+00,
-37.07031E+00,
-37.03125E+00,
-36.99219E+00,
-36.95313E+00,
-36.91406E+00,
-36.87500E+00,
-36.83594E+00,
-36.79688E+00,
-36.75781E+00,
-36.71875E+00,
-36.67969E+00,
-36.64063E+00,
-36.60156E+00,
-36.56250E+00,
-36.52344E+00,
-36.48438E+00,
-36.44531E+00,
-36.40625E+00,
-36.36719E+00,
-36.32813E+00,
-36.28906E+00,
-36.25000E+00,
-36.21094E+00,
-36.17188E+00,
-36.13281E+00,
-36.09375E+00,
-36.05469E+00,
-36.01563E+00,
-35.97656E+00,+1.95167E+00
-35.93750E+00,+1.95167E+00
-35.89844E+00,+1.95167E+00
-35.85938E+00,+1.95167E+00
-35.82031E+00,+1.95167E+00
-35.78125E+00,+1.95167E+00
-35.74219E+00,+1.95167E+00
-35.70313E+00,+1.95167E+00
-35.66406E+00,+1.95167E+00
-35.62500E+00,+1.95167E+00
-35.58594E+00,+1.95167E+00
-35.54688E+00,+1.95167E+00
-35.50781E+00,+1.95167E+00
-35.46875E+00,+1.95167E+00
-35.42969E+00,+1.95167E+00
-35.39063E+00,+1.95167E+00
-35.35156E+00,+1.95167E+00
-35.31250E+00,+1.95167E+00
-35.27344E+00,+1.95167E+00
-35.23438E+00,+1.95167E+00
-35.19531E+00,+1.95167E+00
-35.15625E+00,+1.95167E+00
-35.11719E+00,+1.95167E+00
-35.07813E+00,+1.95167E+00
-35.03906E+00,+1.94551E+00
-35.00000E+00,+1.93936E+00
-34.96094E+00,+1.94674E+00
-34.92188E+00,+1.94551E+00
-34.88281E+00,+1.94182E+00
-34.84375E+00,+1.93443E+00
-34.80469E+00,+1.92951E+00
-34.76563E+00,+1.92212E+00
-34.72656E+00,+1.91596E+00
-34.68750E+00,+1.90858E+00
-34.64844E+00,+1.89996E+00
-34.60938E+00,+1.88888E+00
-34.57031E+00,+1.88026E+00
-34.53125E+00,+1.87287E+00
-34.49219E+00,+1.86302E+00
-34.45313E+00,+1.85441E+00
-34.41406E+00,+1.84579E+00
-34.37500E+00,+1.83840E+00
-34.33594E+00,+1.83101E+00
-34.29688E+00,+1.82486E+00
-34.25781E+00,+1.82240E+00
-34.21875E+00,+1.81747E+00
-34.17969E+00,+1.81624E+00
-34.14063E+00,+1.81624E+00
-34.10156E+00,+1.81747E+00
-34.06250E+00,+1.81870E+00
-34.02344E+00,+1.81870E+00
-33.98438E+00,+1.81993E+00
-33.94531E+00,+1.82240E+00
-33.90625E+00,+1.82486E+00
-33.86719E+00,+1.82486E+00
-33.82813E+00,+1.82609E+00
-33.78906E+00,+1.82732E+00
-33.75000E+00,+1.82855E+00
-33.71094E+00,+1.82978E+00
-33.67188E+00,+1.82855E+00
-33.63281E+00,+1.82855E+00
-33.59375E+00,+1.82978E+00
-33.55469E+00,+1.82855E+00
-33.51563E+00,+1.82855E+00
-33.47656E+00,+1.82978E+00
-33.43750E+00,+1.83101E+00
-33.39844E+00,+1.83224E+00
-33.35938E+00,+1.83471E+00
-33.32031E+00,+1.83594E+00
-33.28125E+00,+1.83594E+00
-33.24219E+00,+1.83717E+00
-33.20313E+00,+1.83717E+00
-33.16406E+00,+1.83840E+00
-33.12500E+00,+1.83840E+00
-33.08594E+00,+1.83717E+00
-33.04688E+00,+1.83717E+00
-33.00781E+00,+1.83717E+00
-32.96875E+00,+1.83717E+00
-32.92969E+00,+1.83594E+00
-32.89063E+00,+1.83594E+00
-32.85156E+00,+1.83594E+00
-32.81250E+00,+1.83594E+00
-32.77344E+00,+1.83594E+00
-32.73438E+00,+1.83471E+00
-32.69531E+00,+1.83594E+00
-32.65625E+00,+1.83717E+00
-32.61719E+00,+1.83594E+00
-32.57813E+00,+1.83594E+00
-32.53906E+00,+1.83594E+00
-32.50000E+00,+1.83594E+00
-32.46094E+00,+1.83594E+00
-32.42188E+00,+1.83594E+00
-32.38281E+00,+1.83717E+00
-32.34375E+00,+1.83717E+00
-32.30469E+00,+1.83717E+00
-32.26563E+00,+1.83594E+00
-32.22656E+00,+1.83594E+00
-32.18750E+00,+1.83348E+00
-32.14844E+00,+1.83224E+00
-32.10938E+00,+1.83224E+00
-32.07031E+00,+1.83101E+00
-32.03125E+00,+1.83101E+00
-31.99219E+00,+1.83224E+00
-31.95313E+00,+1.83348E+00
-31.91406E+00,+1.83594E+00
-31.87500E+00,+1.83594E+00
-31.83594E+00,+1.83717E+00
-31.79688E+00,+1.83840E+00
-31.75781E+00,+1.84086E+00
-31.71875E+00,+1.84209E+00
-31.67969E+00,+1.84579E+00
-31.64063E+00,+1.84825E+00
-31.60156E+00,+1.85071E+00
-31.56250E+00,+1.85317E+00
-31.52344E+00,+1.85687E+00
-31.48438E+00,+1.86425E+00
-31.44531E+00,+1.86918E+00
-31.40625E+00,+1.87657E+00
-31.36719E+00,+1.88026E+00
-31.32813E+00,+1.88518E+00
-31.28906E+00,+1.89257E+00
-31.25000E+00,+1.89750E+00
-31.21094E+00,+1.90242E+00
-31.17188E+00,+1.90858E+00
-31.13281E+00,+1.91596E+00
-31.09375E+00,+1.92212E+00
-31.05469E+00,+1.92704E+00
-31.01563E+00,+1.93320E+00
-30.97656E+00,+1.93936E+00
-30.93750E+00,+1.94920E+00
-30.89844E+00,+1.95782E+00
-30.85938E+00,+1.96521E+00
-30.82031E+00,+1.97013E+00
-30.78125E+00,+1.97629E+00
-30.74219E+00,+1.98245E+00
-30.70313E+00,+1.98983E+00
-30.66406E+00,+1.99599E+00
-30.62500E+00,+2.00461E+00
-30.58594E+00,+2.01076E+00
-30.54688E+00,+2.01692E+00
-30.50781E+00,+2.02307E+00
-30.46875E+00,+2.02923E+00
-30.42969E+00,+2.03785E+00
-30.39063E+00,+2.04523E+00
-30.35156E+00,+2.05385E+00
-30.31250E+00,+2.06124E+00
-30.27344E+00,+2.06616E+00
-30.23438E+00,+2.07109E+00
-30.19531E+00,+2.07478E+00
-30.15625E+00,+2.07848E+00
-30.11719E+00,+2.08094E+00
-30.07813E+00,+2.09079E+00
-30.03906E+00,+2.09694E+00
-30.00000E+00,+2.09817E+00
-29.96094E+00,+2.10433E+00
-29.92188E+00,+2.10802E+00
-29.88281E+00,+2.11172E+00
-29.84375E+00,+2.11541E+00
-29.80469E+00,+2.11910E+00
-29.76563E+00,+2.12526E+00
-29.72656E+00,+2.13018E+00
-29.68750E+00,+2.13634E+00
-29.64844E+00,+2.14250E+00
-29.60938E+00,+2.14988E+00
-29.57031E+00,+2.15358E+00
-29.53125E+00,+2.15850E+00
-29.49219E+00,+2.16466E+00
-29.45313E+00,+2.17327E+00
-29.41406E+00,+2.19667E+00
-29.37500E+00,+2.19420E+00
-29.33594E+00,+2.19790E+00
-29.29688E+00,+2.20159E+00
-29.25781E+00,+2.20528E+00
-29.21875E+00,+2.21637E+00
-29.17969E+00,+2.22621E+00
-29.14063E+00,+2.23237E+00
-29.10156E+00,+2.23729E+00
-29.06250E+00,+2.24468E+00
-29.02344E+00,+2.25330E+00
-28.98438E+00,+2.26192E+00
-28.94531E+00,+2.27054E+00
-28.90625E+00,+2.28039E+00
-28.86719E+00,+2.28408E+00
-28.82813E+00,+2.29023E+00
-28.78906E+00,+2.29516E+00
-28.75000E+00,+2.30255E+00
-28.71094E+00,+2.31363E+00
-28.67188E+00,+2.32471E+00
-28.63281E+00,+2.33456E+00
-28.59375E+00,+2.34194E+00
-28.55469E+00,+2.35302E+00
-28.51563E+00,+2.36287E+00
-28.47656E+00,+2.37888E+00
-28.43750E+00,+2.38873E+00
-28.39844E+00,+2.39611E+00
-28.35938E+00,+2.40719E+00
-28.32031E+00,+2.41704E+00
-28.28125E+00,+2.42443E+00
-28.24219E+00,+2.43551E+00
-28.20313E+00,+2.44782E+00
-28.16406E+00,+2.46260E+00
-28.12500E+00,+2.47368E+00
-28.08594E+00,+2.47737E+00
-28.04688E+00,+2.53277E+00
-28.00781E+00,+2.50199E+00
-27.96875E+00,+2.50569E+00
-27.92969E+00,+2.51923E+00
-27.89063E+00,+2.52908E+00
-27.85156E+00,+2.53893E+00
-27.81250E+00,+2.55001E+00
-27.77344E+00,+2.56601E+00
-27.73438E+00,+2.57586E+00
-27.69531E+00,+2.58694E+00
-27.65625E+00,+2.60541E+00
-27.61719E+00,+2.62511E+00
-27.57813E+00,+2.63619E+00
-27.53906E+00,+2.64481E+00
-27.50000E+00,+2.66574E+00
-27.46094E+00,+2.67682E+00
-27.42188E+00,+2.68790E+00
-27.38281E+00,+2.70390E+00
-27.34375E+00,+2.72114E+00
-27.30469E+00,+2.72729E+00
-27.26563E+00,+2.73838E+00
-27.22656E+00,+2.74946E+00
-27.18750E+00,+2.75438E+00
-27.14844E+00,+2.76054E+00
-27.10938E+00,+2.76915E+00
-27.07031E+00,+2.77654E+00
-27.03125E+00,+2.77900E+00
-26.99219E+00,+2.78270E+00
-26.95313E+00,+2.78270E+00
-26.91406E+00,+2.78270E+00
-26.87500E+00,+2.78393E+00
-26.83594E+00,+2.78516E+00
-26.79688E+00,+2.78516E+00
-26.75781E+00,+2.78639E+00
-26.71875E+00,+2.78393E+00
-26.67969E+00,+2.78270E+00
-26.64063E+00,+2.78516E+00
-26.60156E+00,+2.78516E+00
-26.56250E+00,+2.78516E+00
-26.52344E+00,+2.78516E+00
-26.48438E+00,+2.78516E+00
-26.44531E+00,+2.78516E+00
-26.40625E+00,+2.78516E+00
-26.36719E+00,+2.78516E+00
-26.32813E+00,+2.78516E+00
-26.28906E+00,+2.78516E+00
-26.25000E+00,+2.78393E+00
-26.21094E+00,+2.78393E+00
-26.17188E+00,+2.78516E+00
-26.13281E+00,+2.78516E+00
-26.09375E+00,+2.78516E+00
-26.05469E+00,+2.78516E+00
-26.01563E+00,+2.78516E+00
-25.97656E+00,+2.78516E+00
-25.93750E+00,+2.78516E+00
-25.89844E+00,+2.78516E+00
-25.85938E+00,+2.78516E+00
-25.82031E+00,+2.78393E+00
-25.78125E+00,+2.78393E+00
-25.74219E+00,+2.78516E+00
-25.70313E+00,+2.78393E+00
-25.66406E+00,+2.78393E+00
-25.62500E+00,+2.78393E+00
-25.58594E+00,+2.78393E+00
-25.54688E+00,+2.78393E+00
-25.50781E+00,+2.78516E+00
-25.46875E+00,+2.78639E+00
-25.42969E+00,+2.78516E+00
-25.39063E+00,+2.78516E+00
-25.35156E+00,+2.78516E+00
-25.31250E+00,+2.78516E+00
-25.27344E+00,+2.78393E+00
-25.23438E+00,+2.78516E+00
-25.19531E+00,+2.78516E+00
-25.15625E+00,+2.78516E+00
-25.11719E+00,+2.78516E+00
-25.07813E+00,+2.78516E+00
-25.03906E+00,+2.78393E+00
-25.00000E+00,+2.78393E+00
-24.96094E+00,+2.78516E+00
-24.92188E+00,+2.78516E+00
-24.88281E+00,+2.78270E+00
-24.84375E+00,+2.78270E+00
-24.80469E+00,+2.78147E+00
-24.76563E+00,+2.77900E+00
-24.72656E+00,+2.77777E+00
-24.68750E+00,+2.77654E+00
-24.64844E+00,+2.77531E+00
-24.60938E+00,+2.77162E+00
-24.57031E+00,+2.76792E+00
-24.53125E+00,+2.76546E+00
-24.49219E+00,+2.76177E+00
-24.45313E+00,+2.75807E+00
-24.41406E+00,+2.75561E+00
-24.37500E+00,+2.75561E+00
-24.33594E+00,+2.75315E+00
-24.29688E+00,+2.75069E+00
-24.25781E+00,+2.74946E+00
-24.21875E+00,+2.74576E+00
-24.17969E+00,+2.74330E+00
-24.14063E+00,+2.73838E+00
-24.10156E+00,+2.73345E+00
-24.06250E+00,+2.72853E+00
-24.02344E+00,+2.72483E+00
-23.98438E+00,+2.72237E+00
-23.94531E+00,+2.71868E+00
-23.90625E+00,+2.71006E+00
-23.86719E+00,+2.69775E+00
-23.82813E+00,+2.68913E+00
-23.78906E+00,+2.68174E+00
-23.75000E+00,+2.67189E+00
-23.71094E+00,+2.66820E+00
-23.67188E+00,+2.65343E+00
-23.63281E+00,+2.64111E+00
-23.59375E+00,+2.63496E+00
-23.55469E+00,+2.62880E+00
-23.51563E+00,+2.62265E+00
-23.47656E+00,+2.61403E+00
-23.43750E+00,+2.59679E+00
-23.39844E+00,+2.59064E+00
-23.35938E+00,+2.58202E+00
-23.32031E+00,+2.57463E+00
-23.28125E+00,+2.57094E+00
-23.24219E+00,+2.56109E+00
-23.20313E+00,+2.55370E+00
-23.16406E+00,+2.55001E+00
-23.12500E+00,+2.54508E+00
-23.08594E+00,+2.53770E+00
-23.04688E+00,+2.53277E+00
-23.00781E+00,+2.52908E+00
-22.96875E+00,+2.52662E+00
-22.92969E+00,+2.52415E+00
-22.89063E+00,+2.51800E+00
-22.85156E+00,+2.51184E+00
-22.81250E+00,+2.50815E+00
-22.77344E+00,+2.50199E+00
-22.73438E+00,+2.49953E+00
-22.69531E+00,+2.49461E+00
-22.65625E+00,+2.49338E+00
-22.61719E+00,+2.48722E+00
-22.57813E+00,+2.48229E+00
-22.53906E+00,+2.47614E+00
-22.50000E+00,+2.47245E+00
-22.46094E+00,+2.46875E+00
-22.42188E+00,+2.46506E+00
-22.38281E+00,+2.45890E+00
-22.34375E+00,+2.44905E+00
-22.30469E+00,+2.43674E+00
-22.26563E+00,+2.42936E+00
-22.22656E+00,+2.41951E+00
-22.18750E+00,+2.41212E+00
-22.14844E+00,+2.40104E+00
-22.10938E+00,+2.39242E+00
-22.07031E+00,+2.38134E+00
-22.03125E+00,+2.36657E+00
-21.99219E+00,+2.35056E+00
-21.95313E+00,+2.33702E+00
-21.91406E+00,+2.32224E+00
-21.87500E+00,+2.30501E+00
-21.83594E+00,+2.29023E+00
-21.79688E+00,+2.27669E+00
-21.75781E+00,+2.25822E+00
-21.71875E+00,+2.24345E+00
-21.67969E+00,+2.22868E+00
-21.64063E+00,+2.20898E+00
-21.60156E+00,+2.19420E+00
-21.56250E+00,+2.18436E+00
-21.52344E+00,+2.16958E+00
-21.48438E+00,+2.15481E+00
-21.44531E+00,+2.14250E+00
-21.40625E+00,+2.12772E+00
-21.36719E+00,+2.11541E+00
-21.32813E+00,+2.10433E+00
-21.28906E+00,+2.09325E+00
-21.25000E+00,+2.08094E+00
-21.21094E+00,+2.07232E+00
-21.17188E+00,+2.06247E+00
-21.13281E+00,+2.05262E+00
-21.09375E+00,+2.04277E+00
-21.05469E+00,+2.03415E+00
-21.01563E+00,+2.02923E+00
-20.97656E+00,+2.02430E+00
-20.93750E+00,+2.02061E+00
-20.89844E+00,+2.01815E+00
-20.85938E+00,+2.01692E+00
-20.82031E+00,+2.01692E+00
-20.78125E+00,+2.01692E+00
-20.74219E+00,+2.01692E+00
-20.70313E+00,+2.01692E+00
-20.66406E+00,+2.01692E+00
-20.62500E+00,+2.01692E+00
-20.58594E+00,+2.01692E+00
-20.54688E+00,+2.01569E+00
-20.50781E+00,+2.01446E+00
-20.46875E+00,+2.01322E+00
-20.42969E+00,+2.01199E+00
-20.39063E+00,+2.00953E+00
-20.35156E+00,+2.00584E+00
-20.31250E+00,+1.99968E+00
-20.27344E+00,+1.99722E+00
-20.23438E+00,+1.99106E+00
-20.19531E+00,+1.98368E+00
-20.15625E+00,+1.97629E+00
-20.11719E+00,+1.97013E+00
-20.07813E+00,+1.96028E+00
-20.03906E+00,+1.95413E+00
-20.00000E+00,+1.94059E+00
-19.96094E+00,+1.92827E+00
-19.92188E+00,+1.91719E+00
-19.88281E+00,+1.90611E+00
-19.84375E+00,+1.89503E+00
-19.80469E+00,+1.88395E+00
-19.76563E+00,+1.87410E+00
-19.72656E+00,+1.86179E+00
-19.68750E+00,+1.84825E+00
-19.64844E+00,+1.83594E+00
-19.60938E+00,+1.82363E+00
-19.57031E+00,+1.81008E+00
-19.53125E+00,+1.79900E+00
-19.49219E+00,+1.79039E+00
-19.45313E+00,+1.77807E+00
-19.41406E+00,+1.76699E+00
-19.37500E+00,+1.75345E+00
-19.33594E+00,+1.74483E+00
-19.29688E+00,+1.73375E+00
-19.25781E+00,+1.72267E+00
-19.21875E+00,+1.71528E+00
-19.17969E+00,+1.70790E+00
-19.14063E+00,+1.69682E+00
-19.10156E+00,+1.68697E+00
-19.06250E+00,+1.67835E+00
-19.02344E+00,+1.66850E+00
-18.98438E+00,+1.65988E+00
-18.94531E+00,+1.65373E+00
-18.90625E+00,+1.65003E+00
-18.86719E+00,+1.64388E+00
-18.82813E+00,+1.63895E+00
-18.78906E+00,+1.63280E+00
-18.75000E+00,+1.62787E+00
-18.71094E+00,+1.62172E+00
-18.67188E+00,+1.61802E+00
-18.63281E+00,+1.61556E+00
-18.59375E+00,+1.61310E+00
-18.55469E+00,+1.61187E+00
-18.51563E+00,+1.60941E+00
-18.47656E+00,+1.60448E+00
-18.43750E+00,+1.59956E+00
-18.39844E+00,+1.59340E+00
-18.35938E+00,+1.58848E+00
-18.32031E+00,+1.58109E+00
-18.28125E+00,+1.57370E+00
-18.24219E+00,+1.56878E+00
-18.20313E+00,+1.56139E+00
-18.16406E+00,+1.55400E+00
-18.12500E+00,+1.54539E+00
-18.08594E+00,+1.54046E+00
-18.04688E+00,+1.53061E+00
-18.00781E+00,+1.51953E+00
-17.96875E+00,+1.51461E+00
-17.92969E+00,+1.50722E+00
-17.89063E+00,+1.50229E+00
-17.85156E+00,+1.49737E+00
-17.81250E+00,+1.49121E+00
-17.77344E+00,+1.48260E+00
-17.73438E+00,+1.47275E+00
-17.69531E+00,+1.46536E+00
-17.65625E+00,+1.45551E+00
-17.61719E+00,+1.44689E+00
-17.57813E+00,+1.43581E+00
-17.53906E+00,+1.42719E+00
-17.50000E+00,+1.41981E+00
-17.46094E+00,+1.41242E+00
-17.42188E+00,+1.40750E+00
-17.38281E+00,+1.40011E+00
-17.34375E+00,+1.39026E+00
-17.30469E+00,+1.38164E+00
-17.26563E+00,+1.37425E+00
-17.22656E+00,+1.36810E+00
-17.18750E+00,+1.36317E+00
-17.14844E+00,+1.35579E+00
-17.10938E+00,+1.34963E+00
-17.07031E+00,+1.34594E+00
-17.03125E+00,+1.34101E+00
-16.99219E+00,+1.33732E+00
-16.95313E+00,+1.33486E+00
-16.91406E+00,+1.33363E+00
-16.87500E+00,+1.32993E+00
-16.83594E+00,+1.32624E+00
-16.79688E+00,+1.32378E+00
-16.75781E+00,+1.32131E+00
-16.71875E+00,+1.31885E+00
-16.67969E+00,+1.31639E+00
-16.64063E+00,+1.31393E+00
-16.60156E+00,+1.31023E+00
-16.56250E+00,+1.30654E+00
-16.52344E+00,+1.30285E+00
-16.48438E+00,+1.29915E+00
-16.44531E+00,+1.29546E+00
-16.40625E+00,+1.29054E+00
-16.36719E+00,+1.28438E+00
-16.32813E+00,+1.27822E+00
-16.28906E+00,+1.26961E+00
-16.25000E+00,+1.26468E+00
-16.21094E+00,+1.25976E+00
-16.17188E+00,+1.24991E+00
-16.13281E+00,+1.23883E+00
-16.09375E+00,+1.22775E+00
-16.05469E+00,+1.22159E+00
-16.01563E+00,+1.21297E+00
-15.97656E+00,+1.20189E+00
-15.93750E+00,+1.19204E+00
-15.89844E+00,+1.17727E+00
-15.85938E+00,+1.16619E+00
-15.82031E+00,+1.15634E+00
-15.78125E+00,+1.14649E+00
-15.74219E+00,+1.13910E+00
-15.70313E+00,+1.13295E+00
-15.66406E+00,+1.12310E+00
-15.62500E+00,+1.11325E+00
-15.58594E+00,+1.10340E+00
-15.54688E+00,+1.09478E+00
-15.50781E+00,+1.08616E+00
-15.46875E+00,+1.07878E+00
-15.42969E+00,+1.06893E+00
-15.39063E+00,+1.05908E+00
-15.35156E+00,+1.05415E+00
-15.31250E+00,+1.04923E+00
-15.27344E+00,+1.04184E+00
-15.23438E+00,+1.03692E+00
-15.19531E+00,+1.03076E+00
-15.15625E+00,+1.02707E+00
-15.11719E+00,+1.02338E+00
-15.07813E+00,+1.01845E+00
-15.03906E+00,+1.01353E+00
-15.00000E+00,+1.00983E+00
-14.96094E+00,+1.00491E+00
-14.92188E+00,+999.98E-03
-14.88281E+00,+995.06E-03
-14.84375E+00,+988.90E-03
-14.80469E+00,+981.52E-03
-14.76563E+00,+974.13E-03
-14.72656E+00,+966.74E-03
-14.68750E+00,+960.59E-03
-14.64844E+00,+954.43E-03
-14.60938E+00,+947.04E-03
-14.57031E+00,+939.66E-03
-14.53125E+00,+934.73E-03
-14.49219E+00,+927.34E-03
-14.45313E+00,+923.65E-03
-14.41406E+00,+919.96E-03
-14.37500E+00,+916.26E-03
-14.33594E+00,+913.80E-03
-14.29688E+00,+911.34E-03
-14.25781E+00,+908.88E-03
-14.21875E+00,+907.65E-03
-14.17969E+00,+907.65E-03
-14.14063E+00,+906.42E-03
-14.10156E+00,+906.42E-03
-14.06250E+00,+907.65E-03
-14.02344E+00,+907.65E-03
-13.98438E+00,+907.65E-03
-13.94531E+00,+908.88E-03
-13.90625E+00,+908.88E-03
-13.86719E+00,+908.88E-03
-13.82813E+00,+907.65E-03
-13.78906E+00,+907.65E-03
-13.75000E+00,+907.65E-03
-13.71094E+00,+907.65E-03
-13.67188E+00,+907.65E-03
-13.63281E+00,+908.88E-03
-13.59375E+00,+908.88E-03
-13.55469E+00,+908.88E-03
-13.51563E+00,+908.88E-03
-13.47656E+00,+908.88E-03
-13.43750E+00,+908.88E-03
-13.39844E+00,+908.88E-03
